CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total Some Other Race alone,Estimate Total Two or More Races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k
CA-614,san luis obispo county,2017,1125,303,822,103,187,835,380,745,209,901,0,0,0,11,54,65,15,79,['CA-614'],['San Luis Obispo County CoC'],Largely Suburban CoC,california,574400,0.4798503861003861,1312,1508,0.4,36,121918,0.006504438,0.26,196,499800,0.510216232,1213,1443,0.4,28,120182,0.0116713,0.26,230,0500000US06079,06079,5.35,1706.19,248.56,210.04,CN0607900000000,6,79,140250,135171,5079,3.6,283405,0.09722482,0.86,0.02,0.01,0.04,0,0.03,0.04,,,0.048379528,0.031114483,0.051749263,0.021449869,0.023849262,0.05680916,0.056795046,0.056960886,0.057543092,0.048340714,0.055150756,0.053527637,0.057324324,0.068788483,0.029184383,0.042398687,0.028266968,0.043263175,0.045807237,0.032843457,0.022730721,0.021531025,0.046191846,0.49,0.4457,71880,0.4457,12.1,2.47,20.84,74.2,62.2,0.3521139848226731,0.053609803,5476,120182,0.045564228,2738,91,2517,100,,,,,,,,,38.554980458434564,9.612337594,28.942642864687862
CA-614,san luis obispo county,2018,1095,273,822,89,187,819,343,752,199,867,0,0,0,11,55,68,16,78,['CA-614'],['San Luis Obispo County CoC'],Largely Suburban CoC,california,593100,0.5393015224475899,1291,1573,0.39,39,122971,0.009548202,0.27,282,537900,0.5074641310396555,1271,1512,0.39,32,121095,0.010273745,0.26,241,0500000US06079,06079,4.89,1789.54,260.71,220.31,CN0607900000000,6,79,140108,135892,4216,3,284010,0.1008415196648005,0.87,0.02,0.01,0.04,0,0.02,0.04,,,0.053131932,0.030833421,0.047674378,0.021192916,0.031044682,0.055913524,0.058124714,0.058036689,0.058304285,0.049047569,0.051910144,0.04441745,0.054663568,0.065680786,0.026692722,0.044019577,0.027051864,0.039843667,0.05782895,0.032569276,0.022597796,0.022897081,0.04652301,0.49,0.4582,71148,0.4582,13.1,5.58,13.29,73,60.9,0.3526098329469116,0.042392109,5484,121095,0.045286758,2742,97,2689,100,,,,,,,,,52.38228115474143,10.985090653489268,41.397190501252155
FL-501,hillsborough county,2010,7473,726,6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,165100,0.5340785229674119,756,1023,0.39,108,536813,0.004272641,0,267,198900,0.5253860793429139,769,,0.37,106,526016,0.005762823,0,,0500000US12057,12057,-9.52,446.49,182.43,134.78,,,,,,,,1233846,0.1141147274457266,0.73,0.17,0.01,0.03,0,0.03,0.03,,,0.068925944,0.041477624,0.02962039,0.016908917,0.014207608,0.044281863,0.073244149,0.068281617,0.067855308,0.073073949,0.075672329,0.063176442,0.069273637,0.057892962,0.022593581,0.029681176,0.015212595,0.021518082,0.028348757,0.022194018,0.015338219,0.01592095,0.065299883,0.51,,46117,0.477,16.6,5.44,58.32,83.6,58.1,0.2450997132134382,0.027091371,,,,,,,,,,,,,,,,57.86515746090592,7.012285302991461,50.852872157914454
FL-501,hillsborough county,2011,7336,889,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,151200,0.5650999692733967,766,1015,0.4,106,540207,0.009686054,0,249,185900,0.5322765579315485,791,1095,0.38,114,531979,0.00654259,0,304,0500000US12057,12057,-5.58,421.58,172.25,127.26,,,,,,,,1267775,0.103493128,0.72,0.17,0.01,0.03,0,0.04,0.03,,,0.065734062,0.040160123,0.027904794,0.015632111,0.019966477,0.039513321,0.074237937,0.069311984,0.067683934,0.071304451,0.074662302,0.06321942,0.070706553,0.063953777,0.02074264,0.03213504,0.01769478,0.020396364,0.02563783,0.021912406,0.016656741,0.016532113,0.064300842,0.51,0.478,46761,0.478,17.7,1.13,49.64,82.8,61,0.2475125252261568,0.03236352,,,,,,,,,,,,,,,,58.06318313655453,7.6071457081454374,50.45603742840909
FL-501,hillsborough county,2012,7419,972,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,147500,0.5418102004389759,784,993,0.42,70,542376,0.01794623,0,209,170000,0.5355300136126114,801,1078,0.39,103,536002,0.008633895,0,277,0500000US12057,12057,-0.67,418.76,171.1,126.41,CN1205700000000,12,57,664074,609993,54081,8.1,1277746,0.1113398124509879,0.73,0.17,0,0.03,0,0.04,0.03,,,0.066600091,0.039455416,0.02732468,0.01534186,0.016536933,0.042686105,0.073950535,0.070460013,0.065808854,0.071451603,0.072462759,0.062996871,0.070358272,0.064437689,0.021840804,0.030014573,0.017698353,0.023666676,0.028269312,0.023010833,0.015552387,0.015866221,0.064209162,0.51,0.4882,46515,0.4882,19.2,0.53,49.5,81.6,73.9,0.250610609,0.031179477,34498,536002,0.0643617,17249,98,15840,99,35750,208360,1003980,143409,5709,32309,3.786728819299189,3.5608279049383453,14.780369439553786,7.471480622927922,7.308888816625864
FL-501,hillsborough county,2013,1909,965,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,152900,0.4952271215203787,821,984,0.43,80,546768,0.014902211,0,163,160000,0.5275116633317588,812,1062,0.4,94,539526,0.010777782,0,250,0500000US12057,12057,7.22,449,183.46,135.54,CN1205700000000,12,57,671504,625343,46161,6.9,1291578,0.1093406669980442,0.72,0.16,0,0.04,0,0.05,0.03,,,0.064450618,0.039826476,0.026062692,0.015831796,0.01428098,0.042161604,0.075451889,0.070986808,0.064532688,0.072107143,0.069889701,0.065429266,0.070424705,0.063147561,0.022855762,0.030391506,0.019411139,0.022765176,0.030314855,0.022808533,0.016955228,0.015643655,0.064270218,0.51,0.4796,49597,0.4796,16.8,2.97,54.79,82.1,72.7,0.2638082804441399,0.032562257,37046,539526,0.068663975,18523,96,16601,99,36810,215180,1011585,134803,5966,33274,3.879061077418111,3.6388439923486406,14.768692195840153,6.4802954953969385,8.288396700443213
FL-501,hillsborough county,2014,1944,853,1091,177,266,1501,0,0,0,0,0,0,0,0,0,0,0,0,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,164200,0.5006021716719176,837,978,0.42,78,554082,0.016057908,0,141,156700,0.5217789391383071,820,1039,0.41,86,544259,0.012189196,0,219,0500000US12057,12057,10.24,494.99,202.25,149.42,CN1205700000000,12,57,681695,641101,40594,6,1316298,0.1076101308366342,0.7,0.16,0,0.04,0,0.06,0.03,,,0.065094682,0.039280619,0.025990315,0.01285879,0.014611433,0.042689421,0.076197031,0.071596249,0.068439669,0.068194284,0.068163136,0.064310665,0.070339695,0.063655039,0.023329064,0.030448272,0.020015984,0.024979906,0.031169234,0.022041361,0.014704117,0.018154704,0.063736327,0.51,0.4758,50796,0.4758,16.8,2.13,55.82,82.2,72.5,0.2594649398220827,0.030482853,31428,544259,0.057744566,15894,98,15343,100,37635,221945,1033806,134723,6361,34217,3.925107805526376,3.640431570333312,14.313776361143027,8.709832845335606,5.603943516
FL-501,hillsborough county,2015,1931,1175,756,365,140,1426,741,1188,304,897,0,0,0,6,117,877,16,18,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,183000,0.5039927580744237,865,1017,0.43,64,560438,0.020383421,0,152,159200,0.5158504011536574,831,1021,0.42,77,549024,0.015285613,0,190,0500000US12057,12057,8.01,534.65,218.45,161.39,CN1205700000000,12,57,692032,656690,35342,5.1,1349050,0.1075037989696453,0.7,0.17,0,0.04,0,0.06,0.03,,,0.06169675,0.039194248,0.025489048,0.015663615,0.01310626,0.039284682,0.078290649,0.072179682,0.066889292,0.068802491,0.067318483,0.066412661,0.069839517,0.062972462,0.025598755,0.029791335,0.020513695,0.026033876,0.031892072,0.023086617,0.015029095,0.017501205,0.063413513,0.51,0.4737,51725,0.4737,15.7,7.01,58.07,82.4,74.8,0.2662322834522517,0.029774926,31380,549024,0.057155971,15748,97,15094,100,38025,228795,1060208,147704,6750,34448,3.885841268883087,3.586560373058872,13.202658261143785,7.614961947,5.5876963141549645
FL-501,hillsborough county,2016,1817,1048,769,346,107,1364,687,1130,237,961,0,0,0,6,56,748,17,29,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,195800,0.4785570871026688,931,1076,0.43,63,568828,0.018727393,0,145,167400,0.503450224,858,1033,0.42,69,554762,0.016969149,0,175,0500000US12057,12057,9.17,583.67,238.48,176.19,CN1205700000000,12,57,709538,677812,31726,4.5,1376238,0.1060245393601978,0.71,0.17,0,0.04,0,0.05,0.03,,,0.062909177,0.038765824,0.02530013,0.014568701,0.012640256,0.03817145,0.078947101,0.072867484,0.067657629,0.067095226,0.067814579,0.064525177,0.068574622,0.062502997,0.025467252,0.03122643,0.018150204,0.027948654,0.03469458,0.022690843,0.017640844,0.015870075,0.063970767,0.51,0.4789,54588,0.4789,15.1,1.45,62.29,83.1,74.1,0.2703554217428995,0.0324105,29192,554762,0.052620763,,,,,37465,233075,1085190,152445,7109,33828,3.7723347985145455,3.4523908255697155,10.996999785597552,6.9716293024253035,4.025370483172248
FL-501,hillsborough county,2017,1549,982,567,317,86,1146,627,917,266,749,0,0,0,1,39,727,4,29,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,213600,0.4991128403249422,958,1101,0.42,63,580367,0.009045089,0.29,143,179500,0.494917772,890,1063,0.42,68,563638,0.015692554,0.29,173,0500000US12057,12057,9.8,640.89,261.86,193.46,CN1205700000000,12,57,718852,690198,28654,4,1408566,0.1086516357770952,0.72,0.17,0,0.04,0,0.03,0.03,,,0.064819824,0.038434834,0.025099285,0.0124609,0.015448335,0.03652225,0.078864604,0.072800281,0.070526337,0.065031387,0.068155841,0.061830259,0.067198129,0.06058786,0.026362982,0.032693534,0.020001193,0.028475059,0.035619204,0.024354556,0.01550939,0.016009899,0.063194057,0.51,0.486,54731,0.486,15.6,3.84,51.38,82.6,73.7,0.2695057753635351,0.029648481,26053,563638,0.04622293,13085,107,14149,100,36990,238470,1112351,152513,7389,33550,3.680403038249617,3.325389198193736,12.492274972022873,8.038204787011932,4.4540701850109405
FL-501,hillsborough county,2018,1795,1155,640,367,95,1333,704,1085,297,880,0,0,0,9,4,866,5,31,['FL-501'],['Tampa/Hillsborough County CoC'],Largely Suburban CoC,florida,232500,0.5013611454834718,1021,1148,0.42,60,590847,0.00893839,0.29,127,198000,0.4964618558985224,945,1104,0.42,63,571869,0.014687944,0.29,159,0500000US12057,12057,8.65,696.34,284.52,210.2,CN1205700000000,12,57,731719,706233,25486,3.5,1436888,0.1086987990713263,0.7,0.17,0,0.04,0,0.05,0.04,,,0.065585488,0.037357818,0.025660316,0.012076794,0.012478356,0.039287683,0.078561447,0.074289715,0.073769146,0.062349327,0.067966327,0.060581618,0.064976533,0.062943667,0.024116006,0.032925322,0.021505504,0.02660263,0.037267344,0.024083297,0.016900413,0.016872575,0.061842677,0.51,0.4799,58480,0.4799,14.8,4.11,54.36,82.8,74.3,0.2710598895620382,0.032372171,28665,571869,0.050125116,14391,100,14356,100,36445,243515,1141989,149673,7524,33203,3.5663215670203483,3.191361738,11.20948281,6.644166177525599,4.565316637318203
FL-502,pinellas county,2010,3948,1791,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,154600,0.5568962848297213,761,967,0.32,106,503660,0.003431112,0,206,185700,0.5228774487774838,754,,0.3,109,503078,0.002620492,0,,0500000US12103,12103,-9.13,432.89,194.51,137.89,,,,,,,,916719,0.1604886557385633,0.84,0.1,0,0.03,0,0.01,0.02,,,0.048128161,0.033253374,0.02187366,0.010656483,0.011300082,0.029954653,0.054925228,0.052615905,0.059090081,0.062159724,0.078778775,0.049988055,0.081636794,0.072542404,0.029888112,0.045056337,0.026946098,0.033065749,0.044311288,0.039393751,0.03309302,0.035342346,0.045999919,0.52,,42616,0.468,14,5.81,55.19,84.1,58.1,0.3267162758967362,0.036471032,,,,,,,,,,,,,,,,42.40253412368459,20.38373748362216,22.018796640062437
FL-502,pinellas county,2011,3890,1870,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,143600,0.5280344337219295,757,942,0.34,122,504175,0.003484871,0,185,172900,0.5288560800956954,772,993,0.3,118,503662,0.002793839,0,221,0500000US12103,12103,-7.96,398.43,179.03,126.91,,,,,,,,917398,0.1617836533325775,0.83,0.1,0,0.03,0,0.01,0.02,,,0.050222477,0.032084221,0.020608286,0.011469395,0.011092241,0.030445892,0.055795849,0.054269793,0.047583492,0.069454043,0.075905986,0.046884776,0.081984046,0.078360755,0.032508246,0.040406672,0.024351481,0.034739557,0.046267814,0.039390755,0.03593206,0.033625537,0.046616627,0.52,0.4833,42852,0.4833,14.7,1.68,49.62,83.4,61.8,0.3400706472617268,0.030051074,,,,,,,,,,,,,,,,43.101249404386536,21.176161568360143,21.92508783602639
FL-502,pinellas county,2012,3971,1951,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,142200,0.5176275059727848,757,918,0.36,72,502155,0.00350989,0,161,161600,0.5254169727853938,787,988,0.32,113,503181,0.003487437,0,201,0500000US12103,12103,0.7,401.22,180.28,127.8,CN1210300000000,12,103,463951,425850,38101,8.2,921319,0.1624768402692227,0.83,0.1,0,0.03,0,0.01,0.02,,,0.048770296,0.031711058,0.019122584,0.012066396,0.012204242,0.029978759,0.055920913,0.055569244,0.052144805,0.063161619,0.072735936,0.04726376,0.081110886,0.079121347,0.027674454,0.04463492,0.029393728,0.034586283,0.048348075,0.039405461,0.031320314,0.038048711,0.04570621,0.52,0.4765,44927,0.4765,13.7,0.83,56.3,82.2,74.4,0.3498768489185176,0.033656939,26890,503181,0.053440015,13525,92,11621,98,32930,228270,770703,127817,2288,18133,2.6496588179882523,4.272722436528728,42.118383549612076,19.654528076052046,22.46385547356003
FL-502,pinellas county,2013,3913,1826,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,138000,0.5176364437543278,790,899,0.36,85,501108,0.00455138,0,109,151500,0.5244178951570986,793,972,0.33,100,502308,0.003751481,0,179,0500000US12103,12103,8.43,435.03,195.47,138.57,CN1210300000000,12,103,468883,436393,32490,6.9,929048,0.1678492392212243,0.83,0.1,0,0.03,0,0.01,0.03,,,0.051086704,0.031511827,0.019216445,0.01255694,0.009713169,0.032091991,0.056069224,0.056196235,0.052660358,0.060301513,0.069714374,0.044476712,0.081200325,0.080461935,0.029458112,0.042058107,0.02884781,0.035968002,0.051938113,0.044225917,0.031754011,0.033125307,0.04536687,0.52,0.4792,43703,0.4792,15,3.65,55.98,82.9,73.3,0.3556567360806157,0.037690478,30050,502308,0.059823853,15105,92,12651,95,33740,232515,775633,122913,2282,18842,2.7234529732489463,4.349995423093138,36.147609311607106,23.590285876315694,12.55732343529141
FL-502,pinellas county,2014,3391,2213,1178,735,154,2502,0,0,0,0,0,0,0,0,0,0,0,0,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,150900,0.4890192969952107,811,927,0.37,74,504695,0.005519468,0,116,146500,0.5230338655020829,795,964,0.35,88,503428,0.004225709,0,169,0500000US12103,12103,11.76,486.2,218.46,154.87,CN1210300000000,12,103,470895,442921,27974,5.9,938098,0.1623465778628672,0.82,0.1,0,0.03,0,0.01,0.03,,,0.049002343,0.030888031,0.0178201,0.012470979,0.010440274,0.030896559,0.058386224,0.056529275,0.051891167,0.059613175,0.067473761,0.045578394,0.080380728,0.081081081,0.030901889,0.042002008,0.027859563,0.037227454,0.05553471,0.04059917,0.031700313,0.036577202,0.045145603,0.52,0.4852,45152,0.4852,15.1,1.99,55.01,83.1,72.9,0.3630731617307869,0.038062592,24812,503428,0.049286095,12486,89,11505,100,34065,236695,785250,136964,2368,19026,2.7244826488379497,4.338108883,35.65912529334289,23.320036175008713,12.339089118334181
FL-502,pinellas county,2015,3387,2215,1172,377,158,2852,958,2423,232,2168,0,0,0,4,99,1077,8,31,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,170500,0.4891658744410408,836,954,0.35,74,505381,0.004987394,0,118,150200,0.5104403934981137,800,946,0.35,82,503658,0.004507603,0,146,0500000US12103,12103,8.82,529.07,237.73,168.53,CN1210300000000,12,103,472466,448842,23624,5,949827,0.1614146576165975,0.82,0.1,0,0.03,0,0.01,0.03,,,0.047566557,0.030217082,0.017643213,0.012229595,0.008813184,0.031643657,0.059625595,0.057200943,0.055873333,0.054420437,0.065276098,0.04514401,0.07876487,0.081081081,0.030803504,0.04431228,0.029760156,0.041597049,0.053465526,0.041532827,0.029610655,0.038020608,0.045397741,0.52,0.4937,47618,0.4937,13.5,5.92,54.45,83,75.3,0.3686755782654318,0.037003765,24854,503658,0.049346978,12427,95,12064,100,33830,240625,798670,134354,2445,19278,2.7198968284773435,4.235792004206994,28.905103410947923,17.049535249237557,11.855568161710366
FL-502,pinellas county,2016,2777,1638,1139,266,130,2381,746,2027,182,1756,0,0,0,9,93,880,8,31,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,186500,0.488872936,850,954,0.35,57,507472,0.010130921,0,104,157500,0.5031223240951526,819,952,0.35,70,504477,0.00573945,0,133,0500000US12103,12103,10.96,587.04,263.78,186.99,CN1210300000000,12,103,479772,458724,21048,4.4,960730,0.1497132388912597,0.82,0.1,0,0.03,0,0.02,0.03,,,0.048404859,0.02984085,0.017439863,0.008960894,0.00991954,0.031328261,0.061136844,0.057788348,0.056165624,0.052494457,0.064883994,0.0433868,0.076574063,0.077578508,0.031455248,0.049124104,0.028914471,0.044311097,0.055419317,0.045137552,0.027903781,0.036739771,0.045091753,0.52,0.4835,50036,0.4835,13.3,1.16,60.35,83.9,74.8,0.3808007772683701,0.038597203,25515,504477,0.050577132,,,,,33320,243870,810251,146832,2555,19064,2.668185537567988,4.112305939764345,29.16641339656329,17.29791878941355,11.868494607149739
FL-502,pinellas county,2017,2831,1679,1152,261,116,2454,814,2011,184,1716,0,0,0,8,106,972,4,25,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,197300,0.5122504128509233,914,975,0.33,96,509349,0.007380356,0.36,61,167100,0.5019576191386476,851,970,0.35,75,506468,0.006473796,0.37,119,0500000US12103,12103,9.9,645.15,289.88,205.5,CN1210300000000,12,103,480350,461683,18667,3.9,970637,0.1517178924767961,0.81,0.1,0,0.03,0,0.02,0.03,,,0.044593396,0.029444581,0.016999146,0.008493391,0.009984165,0.031058985,0.06256922,0.058171077,0.057295364,0.051526987,0.064080599,0.046239737,0.07331062,0.082073937,0.031754405,0.045661766,0.032371525,0.04165718,0.057430327,0.045896664,0.02923338,0.035707479,0.04444607,0.52,0.4854,51512,0.4854,12,4.18,49,83.5,74.4,0.3805065785969211,0.041068109,25593,506468,0.050532314,12797,94,11968,100,32490,246840,818236,142765,2623,18978,2.639947399038908,3.970737048968757,26.78205233368879,16.887457960790748,9.894594372898041
FL-502,pinellas county,2018,2612,1647,965,264,129,2219,826,1781,230,1623,0,0,0,9,92,858,7,23,['FL-502'],"['St. Petersburg, Clearwater, Largo/Pinellas County CoC']",Other Largely Urban CoC,florida,215800,0.5047268673355629,963,1018,0.33,91,510120,0.004885536,0.37,55,183000,0.4961526072796249,897,1005,0.34,76,507692,0.006798783,0.36,108,0500000US12103,12103,9.18,704.37,316.49,224.37,CN1210300000000,12,103,481941,465560,16381,3.4,975280,0.1543126076613895,0.81,0.1,0,0.03,0,0.01,0.03,,,0.042695431,0.028090395,0.01671725,0.008573948,0.01082766,0.028997826,0.063454598,0.058167911,0.055656837,0.05390657,0.062760438,0.047416127,0.070803257,0.07897937,0.034632106,0.04686244,0.030959314,0.041780822,0.060644123,0.044335986,0.034322451,0.035935321,0.043479821,0.52,0.4816,52198,0.4816,11.6,4.18,54.25,83.4,74.7,0.3883397070495706,0.033962597,25717,507692,0.050654728,12859,94,11848,98,31770,250105,824625,143677,2683,18801,2.6053054418675154,3.8526603001364257,24.769332387004663,16.21545114031237,8.553881246692294
FL-503,polk county,2010,820,443,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-503'],"['Lakeland, Winterhaven/Polk County CoC']",Largely Suburban CoC,florida,119100,0.5420554894469845,639,837,0.29,113,281278,0.0142125,0,198,141900,0.4827227477153054,641,,0.28,101,277547,0.011211995,0,,0500000US12105,12105,-15.78,358.26,165.4,127.45,,,,,,,,602788,0.093006165,0.79,0.15,0,0.02,0,0.03,0.02,,,0.065296589,0.03996264,0.0271306,0.013409358,0.012098781,0.036216713,0.059646177,0.058101687,0.057910907,0.063073585,0.066243854,0.065540455,0.065907085,0.068284372,0.026831987,0.030078568,0.02151005,0.032659907,0.047706656,0.030929614,0.02498059,0.022629847,0.063849977,0.51,,41174,0.434,17.5,4.56,48.13,83.5,58.8,0.3534857853240423,0.033980617,,,,,,,,,,,,,,,,18.047816870442926,8.170738910436889,9.877077960006037
FL-503,polk county,2011,1100,498,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-503'],"['Lakeland, Winterhaven/Polk County CoC']",Largely Suburban CoC,florida,109700,0.532504274,644,827,0.3,116,281009,0.015180475,0,183,133200,0.510429604,664,863,0.28,109,279959,0.012987949,0,199,0500000US12105,12105,-10.63,320.16,147.81,113.89,,,,,,,,609492,0.093097202,0.79,0.15,0,0.02,0,0.03,0.02,,,0.062840858,0.040499301,0.025831348,0.014201991,0.012157666,0.036912708,0.060072979,0.058962218,0.054804657,0.06427812,0.065849921,0.065671083,0.066015633,0.05979898,0.026699284,0.038909452,0.02493552,0.033106259,0.043739705,0.037454142,0.02380507,0.020392392,0.063060713,0.51,0.4324,40272,0.4324,19.4,0.62,53.17,82.9,61.1,0.356583573,0.027493781,,,,,,,,,,,,,,,,14.298280635810945,4.820192223423213,9.478088412
FL-503,polk county,2012,881,297,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-503'],"['Lakeland, Winterhaven/Polk County CoC']",Largely Suburban CoC,florida,96900,0.4970241406163088,662,792,0.32,78,281407,0.014603569,0,130,120200,0.5136360120658984,665,863,0.29,105,280954,0.014134482,0,198,0500000US12105,12105,-1.78,314.48,145.19,111.87,CN1210500000000,12,105,275402,248119,27283,9.9,616158,0.093036202,0.79,0.15,0,0.02,0,0.01,0.02,,,0.063921916,0.038094125,0.0262384,0.013434866,0.014238231,0.037242071,0.060226435,0.058756033,0.05694481,0.062217808,0.063902441,0.066732883,0.065129399,0.058992986,0.022997348,0.041067389,0.02651268,0.033434606,0.046423158,0.034909877,0.024709571,0.022443919,0.061429049,0.51,0.4329,41325,0.4329,17.9,0.48,47.94,81.6,73.9,0.3589612142528049,0.03724854,8918,280954,0.031741851,4459,90,3833,100,22750,140825,479522,83846,1542,17512,3.9735403172325774,4.744307873257118,8.346588893579387,5.216618058487116,3.129970835
FL-503,polk county,2013,520,325,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['FL-503'],"['Lakeland, Winterhaven/Polk County CoC']",Largely Suburban CoC,florida,101800,0.4451231292820307,677,788,0.31,85,279913,0.008899767,0,111,111400,0.5025360301849446,670,840,0.29,104,280607,0.012503416,0,170,0500000US12105,12105,5.05,330.35,152.51,117.52,CN1210500000000,12,105,278126,254278,23848,8.6,623009,0.091945702,0.79,0.15,0,0.02,0,0.01,0.03,,,0.066063251,0.039098954,0.024116827,0.014701232,0.012588903,0.036538798,0.060286449,0.060402017,0.055018467,0.062766348,0.062124303,0.065064871,0.065852981,0.06165882,0.024702693,0.038079707,0.026757238,0.033057307,0.048312304,0.036452122,0.025190647,0.021383319,0.059782443,0.51,0.4359,42435,0.4359,19.4,3.31,48.47,82,72.9,0.3829986825496458,0.035039459,12274,280607,0.04374089,6137,90,5186,99,23380,144565,486732,90066,1575,18379,4.099586631,4.803464740349925,8.44575963,3.9077395302518916,4.538020099647358
